Date,Time,Min,Transaction,
20161030,12,9,46,
20161030,12,15,47,
20161030,12,15,47,
20161030,12,15,47,
20161030,12,15,47,
20161030,12,15,47,
20161030,12,17,48,
20161030,12,23,49,
20161030,12,23,49,
20161030,12,23,49,
20161030,12,25,50,
20161030,12,25,50,
20161030,12,26,51,
20161030,12,28,52,
20161030,12,33,54,
20161030,12,38,55,
20161030,12,38,55,
20161030,12,38,55,
20161030,12,38,55,
20161030,12,39,56,
20161030,12,39,56,
20161030,12,45,57,
20161030,12,59,58,
20161030,12,59,58,
20161030,12,59,58,
20161030,12,59,58,
20161030,13,2,59,
20161030,13,2,59,
20161030,13,14,60,
20161030,13,14,60,
20161030,13,14,60,
20161030,13,14,60,
20161030,13,15,61,
20161030,13,24,62,
20161030,13,24,62,
20161030,13,24,62,
20161030,13,24,62,
20161030,13,24,62,
20161030,13,24,62,
20161030,13,33,63,
20161030,13,34,64,
20161030,13,37,65,
20161030,13,37,65,
20161030,13,37,65,
20161030,13,37,65,
20161030,13,37,65,
20161030,13,40,66,
20161030,13,40,66,
20161030,13,40,66,
20161030,13,46,67,
20161030,13,46,67,
20161030,13,46,67,
20161030,13,46,67,
20161030,13,49,68,
20161030,13,49,68,
20161030,13,49,68,
20161030,13,49,68,
20161030,13,49,68,
20161030,13,51,69,
20161030,13,51,69,
20161030,13,51,69,
20161030,13,54,70,
20161030,13,56,71,
20161030,14,21,72,
20161030,14,21,72,
20161030,14,22,73,
20161030,14,24,74,
20161030,14,24,74,
20161030,14,32,75,
20161030,14,32,75,
20161030,14,32,75,
20161030,14,32,76,
20161030,14,35,77,
20161030,14,42,78,
20161030,14,45,79,
20161030,14,45,79,
20161030,14,45,79,
20161030,14,45,79,
20161030,14,48,80,
20161030,14,48,80,
20161030,14,48,80,
20161031,8,28,81,
20161031,8,28,81,
20161031,8,47,82,
20161031,8,47,82,
20161031,8,47,82,
20161031,8,57,83,
20161031,8,57,83,
20161031,9,4,84,
20161031,9,10,85,
20161031,9,10,85,
20161031,9,10,85,
20161031,9,10,85,
20161031,9,11,86,
20161031,9,12,87,
20161031,9,16,88,
20161031,9,16,88,
20161031,9,16,88,
20161031,9,19,89,
20161031,9,20,90,
20161031,9,20,90,
20161031,9,22,91,
20161031,9,22,91,
20161031,9,27,92,
20161031,9,29,93,
20161031,9,29,93,
20161031,9,39,94,
20161031,9,39,94,
20161031,9,43,95,
20161031,9,43,95,
20161031,9,43,95,
20161031,9,46,96,
20161031,9,46,96,
20161031,9,46,96,
20161031,9,46,96,
20161031,9,51,97,
20161031,9,51,97,
20161031,9,51,97,
20161031,9,52,98,
20161031,9,56,99,
20161031,9,56,99,
20161031,9,56,99,
20161031,9,56,99,
20161031,9,58,100,
20161031,10,4,101,
20161031,10,4,101,
20161031,10,4,102,
20161031,10,7,103,
20161031,10,7,103,
20161031,10,12,104,
20161031,10,12,104,
20161031,10,12,104,
20161031,10,12,104,
20161031,10,12,104,
20161031,10,21,105,
20161031,10,21,105,
20161031,10,21,105,
20161031,10,21,105,
20161031,10,24,106,
20161031,10,24,106,
20161031,10,24,106,
20161031,10,24,106,
20161031,10,27,107,
20161031,10,27,107,
20161031,10,31,108,
20161031,10,31,108,
20161031,10,35,109,
20161031,10,35,109,
20161031,10,35,109,
20161031,10,36,110,
20161031,10,38,111,
20161031,10,59,112,
20161031,11,2,113,
20161031,11,2,113,
20161031,11,5,114,
20161031,11,8,115,
20161031,11,11,116,
20161031,11,13,117,
20161031,11,13,117,
20161031,11,13,117,
20161031,11,13,117,
20161031,11,18,118,
20161031,11,18,118,
20161031,11,18,118,
20161031,11,18,118,
20161031,11,25,119,
20161031,11,25,119,
20161031,11,25,119,
20161031,11,29,120,
20161031,11,30,121,
20161031,11,30,121,
20161031,11,37,122,
20161031,11,42,123,
20161031,11,42,123,
20161031,11,42,123,
20161031,11,42,123,
20161031,11,42,123,
20161031,11,43,124,
20161031,11,43,124,
20161031,11,47,125,
20161031,11,52,126,
20161031,11,52,126,
20161031,11,53,127,
20161031,11,55,128,
20161031,11,55,128,
20161031,11,55,128,
20161031,11,55,128,
20161031,11,59,129,
20161031,11,59,129,
20161031,11,59,129,
20161031,12,3,130,
20161031,12,3,130,
20161031,12,3,130,
20161031,12,8,131,
20161031,12,8,131,
20161031,12,14,132,
20161031,12,14,132,
20161031,12,14,132,
20161031,12,14,132,
20161031,12,16,133,
20161031,12,16,133,
20161031,12,19,134,
20161031,12,19,134,
20161031,12,19,134,
20161031,12,20,135,
20161031,12,27,136,
20161031,12,27,136,
20161031,12,37,137,
20161031,12,43,138,
20161031,12,43,138,
20161031,12,43,138,
20161031,12,50,139,
20161031,12,50,139,
20161031,12,50,139,
20161031,12,53,140,
20161031,12,53,140,
20161031,12,53,140,
20161031,12,54,141,
20161031,12,56,142,
20161031,12,56,142,
20161031,12,59,143,
20161031,13,2,144,
20161031,13,2,144,
20161031,13,5,145,
20161031,13,5,145,
20161031,13,5,145,
20161031,13,8,146,
20161031,13,9,147,
20161031,13,9,147,
20161031,13,21,148,
20161031,13,21,148,
20161031,13,21,148,
20161031,13,26,149,
20161031,13,31,150,
20161031,13,50,151,
20161031,13,50,151,
20161031,13,51,152,
20161031,13,55,153,
20161031,13,55,153,
20161031,13,55,153,
20161031,13,55,153,
20161031,14,0,154,
20161031,14,0,154,
20161031,14,0,154,
20161031,14,0,154,
20161031,14,1,155,
20161031,14,1,155,
20161031,14,1,155,
20161031,14,4,156,
20161031,14,4,156,
20161031,14,5,157,
20161031,14,5,157,
20161031,14,20,158,
20161031,14,20,158,
20161031,14,22,159,
20161031,14,22,159,
20161031,14,22,159,
20161031,14,35,160,
20161031,14,35,160,
20161031,14,42,161,
20161031,14,44,162,
20161031,14,47,163,
20161031,14,47,163,
20161031,14,47,164,
20161031,14,47,164,
20161031,14,48,165,
20161031,14,49,166,
20161031,14,49,166,
20161031,14,50,167,
20161031,14,50,167,
20161031,14,50,167,
20161031,14,50,167,
20161031,14,56,168,
20161031,14,56,168,
20161031,15,5,169,
20161031,15,16,170,
20161031,15,20,171,
20161031,15,20,171,
20161031,17,6,172,
20161031,17,6,172,
20161031,17,8,173,
20161031,17,8,173,
20161031,17,40,174,
20161031,17,49,175,
20161031,18,22,176,
20161031,18,22,176,
20161101,7,51,178,
20161101,7,51,178,
20161101,8,20,179,
20161101,8,20,179,
20161101,8,22,180,
20161101,8,22,180,
20161101,8,45,181,
20161101,8,45,181,
20161101,9,7,182,
20161101,9,7,182,
20161101,9,7,182,
20161101,9,9,183,
20161101,9,26,184,
20161101,9,26,184,
20161101,9,26,184,
20161101,9,29,185,
20161101,9,29,185,
20161101,9,43,186,
20161101,9,43,186,
20161101,10,2,187,
20161101,10,4,188,
20161101,10,29,189,
20161101,10,29,189,
20161101,10,34,190,
20161101,10,34,190,
20161101,10,34,190,
20161101,10,50,191,
20161101,10,50,191,
20161101,10,56,192,
20161101,10,56,192,
20161101,11,0,193,
20161101,11,4,194,
20161101,11,4,194,
20161101,11,6,195,
20161101,11,6,195,
20161101,11,6,195,
20161101,11,8,196,
20161101,11,8,196,
20161101,11,8,196,
20161101,11,10,197,
20161101,11,10,197,
20161101,11,10,197,
20161101,11,11,198,
20161101,11,11,198,
20161101,11,13,199,
20161101,11,16,200,
20161101,11,22,201,
20161101,11,22,201,
20161101,11,22,201,
20161101,11,23,202,
20161101,11,23,202,
20161101,11,25,203,
20161101,11,30,204,
20161101,11,30,204,
20161101,11,49,205,
20161101,11,49,205,
20161101,11,49,205,
20161101,11,54,206,
20161101,11,54,206,
20161101,11,54,206,
20161101,12,3,207,
20161101,12,3,207,
20161101,12,3,207,
20161101,12,10,208,
20161101,12,10,209,
20161101,12,12,210,
20161101,12,15,211,
20161101,12,15,211,
20161101,12,20,212,
20161101,12,20,212,
20161101,12,20,212,
20161101,12,22,213,
20161101,12,26,214,
20161101,12,26,214,
20161101,12,26,214,
20161101,12,30,215,
20161101,12,30,215,
20161101,12,31,216,
20161101,12,31,216,
20161101,12,33,217,
20161101,12,33,217,
20161101,12,37,218,
20161101,12,41,219,
20161101,12,49,220,
20161101,12,49,220,
20161101,12,53,221,
20161101,12,53,221,
20161101,13,8,222,
20161101,13,11,223,
20161101,13,11,223,
20161101,13,15,224,
20161101,13,19,225,
20161101,13,19,225,
20161101,13,19,225,
20161101,13,21,226,
20161101,13,31,227,
20161101,13,31,227,
20161101,13,31,227,
20161101,13,33,228,
20161101,13,37,229,
20161101,13,37,229,
20161101,13,41,230,
20161101,13,45,231,
20161101,14,10,232,
20161101,14,10,232,
20161101,14,10,232,
20161101,14,13,233,
20161101,14,13,233,
20161101,14,13,233,
20161101,14,13,233,
20161101,14,14,234,
20161101,14,14,234,
20161101,14,18,235,
20161101,14,22,236,
20161101,14,25,237,
20161101,14,25,237,
20161101,14,37,238,
20161101,14,37,238,
20161101,14,37,238,
20161101,14,37,238,
20161101,14,37,239,
20161101,14,42,240,
20161101,14,54,241,
20161101,14,54,241,
20161101,15,2,242,
20161101,15,2,242,
20161101,15,2,242,
20161101,15,18,243,
20161101,15,18,243,
20161101,15,18,243,
20161101,15,18,243,
20161101,15,33,244,
20161101,15,33,244,
20161101,15,33,244,
20161101,15,37,245,
20161101,15,37,245,
20161101,15,48,246,
20161101,15,48,246,
20161101,16,7,247,
20161101,16,7,247,
20161101,16,7,247,
20161101,16,7,247,
20161101,16,7,247,
20161101,16,8,248,
20161101,16,8,248,
20161101,16,8,248,
20161101,16,10,249,
20161101,16,10,250,
20161101,16,26,251,
20161101,16,26,251,
20161101,16,28,252,
20161101,16,28,252,
20161101,17,46,253,
20161101,18,43,254,
20161102,8,2,255,
20161102,8,2,255,
20161102,8,2,255,
20161102,8,5,256,
20161102,8,5,256,
20161102,8,7,257,
20161102,8,7,257,
20161102,8,7,257,
20161102,8,7,257,
20161102,8,8,258,
20161102,8,8,258,
20161102,8,11,259,
20161102,8,12,260,
20161102,8,12,261,
20161102,8,29,262,
20161102,8,29,262,
20161102,8,29,262,
20161102,8,53,263,
20161102,9,2,264,
20161102,9,2,264,
20161102,9,3,265,
20161102,9,5,266,
20161102,9,5,266,
20161102,9,5,266,
20161102,9,18,267,
20161102,9,18,267,
20161102,9,18,267,
20161102,9,22,268,
20161102,9,22,268,
20161102,9,25,269,
20161102,9,27,270,
20161102,9,27,270,
20161102,9,33,271,
20161102,9,33,271,
20161102,9,33,271,
20161102,9,33,271,
20161102,9,35,272,
20161102,9,52,274,
20161102,9,52,274,
20161102,9,52,274,
20161102,9,52,274,
20161102,9,53,275,
20161102,9,54,276,
20161102,9,54,276,
20161102,9,54,276,
20161102,10,12,277,
20161102,10,13,278,
20161102,10,13,278,
20161102,10,15,279,
20161102,10,15,279,
20161102,10,17,280,
20161102,10,17,280,
20161102,10,29,281,
20161102,10,29,281,
20161102,10,37,282,
20161102,10,37,282,
20161102,10,37,282,
20161102,10,44,283,
20161102,10,44,283,
20161102,10,48,284,
20161102,10,48,284,
20161102,10,52,285,
20161102,10,52,285,
20161102,10,52,285,
20161102,10,53,286,
20161102,10,53,286,
20161102,10,53,286,
20161102,10,56,287,
20161102,10,56,287,
20161102,10,59,288,
20161102,10,59,288,
20161102,11,0,289,
20161102,11,3,290,
20161102,11,3,290,
20161102,11,4,291,
20161102,11,15,292,
20161102,11,29,293,
20161102,11,35,294,
20161102,11,39,295,
20161102,11,39,295,
20161102,11,39,295,
20161102,11,58,296,
20161102,11,58,296,
20161102,12,6,297,
20161102,12,6,297,
20161102,12,6,297,
20161102,12,6,297,
20161102,12,11,298,
20161102,12,11,298,
20161102,12,11,298,
20161102,12,11,298,
20161102,12,11,298,
20161102,12,14,299,
20161102,12,18,300,
20161102,12,18,300,
20161102,12,18,300,
20161102,12,18,300,
20161102,12,18,300,
20161102,12,24,301,
20161102,12,24,301,
20161102,12,24,301,
20161102,12,27,302,
20161102,12,27,302,
20161102,12,30,303,
20161102,12,30,303,
20161102,12,30,303,
20161102,12,30,303,
20161102,12,33,304,
20161102,12,33,304,
20161102,12,35,305,
20161102,12,39,306,
20161102,12,39,306,
20161102,12,39,306,
20161102,12,39,306,
20161102,12,52,307,
20161102,12,54,308,
20161102,12,54,308,
20161102,12,56,309,
20161102,12,56,309,
20161102,13,2,310,
20161102,13,2,310,
20161102,13,2,310,
20161102,13,9,311,
20161102,13,9,311,
20161102,13,11,312,
20161102,13,11,312,
20161102,13,11,312,
20161102,13,12,313,
20161102,13,16,314,
20161102,13,23,316,
20161102,13,42,317,
20161102,13,42,317,
20161102,13,46,318,
20161102,13,46,318,
20161102,13,46,318,
20161102,13,50,319,
20161102,13,58,320,
20161102,14,0,321,
20161102,14,0,321,
20161102,14,1,322,
20161102,14,5,323,
20161102,14,11,324,
20161102,14,11,324,
20161102,14,11,325,
20161102,14,34,326,
20161102,15,3,327,
20161102,15,25,328,
20161102,15,25,328,
20161102,15,33,329,
20161102,15,46,330,
20161102,15,57,331,
20161102,16,25,332,
20161102,16,25,332,
20161102,16,54,333,
20161102,16,54,333,
20161102,16,54,333,
20161102,16,54,333,
20161102,16,54,333,
20161102,17,1,334,
20161102,17,1,334,
20161102,17,41,335,
20161102,18,8,336,
20161102,18,8,336,
20161102,18,13,337,
20161102,18,13,337,
20161102,18,13,337,
20161102,18,19,338,
20161102,18,19,338,
20161102,18,40,339,
20161103,7,46,340,
20161103,7,46,340,
20161103,7,50,341,
20161103,7,50,341,
20161103,8,1,342,
20161103,8,1,342,
20161103,8,7,343,
20161103,8,8,344,
20161103,8,8,344,
20161103,8,9,345,
20161103,8,15,346,
20161103,8,15,346,
20161103,8,15,346,
20161103,8,15,346,
20161103,8,15,346,
20161103,8,15,346,
20161103,8,40,347,
20161103,8,49,348,
20161103,8,49,348,
20161103,8,49,348,
20161103,8,49,348,
20161103,8,54,349,
20161103,9,0,350,
20161103,9,0,350,
20161103,9,0,350,
20161103,9,2,351,
20161103,9,6,352,
20161103,9,8,353,
20161103,9,8,353,
20161103,9,8,353,
20161103,9,8,353,
20161103,9,13,354,
20161103,9,13,354,
20161103,9,19,355,
20161103,9,19,355,
20161103,9,24,356,
20161103,9,24,356,
20161103,9,31,357,
20161103,9,31,357,
20161103,9,34,358,
20161103,9,34,359,
20161103,9,34,359,
20161103,9,44,360,
20161103,9,44,360,
20161103,9,44,360,
20161103,9,45,361,
20161103,9,57,363,
20161103,9,57,363,
20161103,9,57,363,
20161103,9,59,364,
20161103,10,1,365,
20161103,10,4,366,
20161103,10,10,367,
20161103,10,10,367,
20161103,10,13,368,
20161103,10,26,369,
20161103,10,27,370,
20161103,10,39,371,
20161103,10,39,371,
20161103,10,39,371,
20161103,10,39,371,
20161103,10,48,372,
20161103,10,48,372,
20161103,10,48,372,
20161103,11,3,373,
20161103,11,5,374,
20161103,11,15,375,
20161103,11,15,375,
20161103,11,15,375,
20161103,11,15,375,
20161103,11,20,376,
20161103,11,20,376,
20161103,11,23,377,
20161103,11,23,377,
20161103,11,23,377,
20161103,11,23,377,
20161103,11,31,378,
20161103,11,31,378,
20161103,11,47,379,
20161103,11,47,379,
20161103,11,51,380,
20161103,11,51,380,
20161103,11,51,380,
20161103,11,53,381,
20161103,11,53,381,
20161103,12,1,382,
20161103,12,1,382,
20161103,12,1,382,
20161103,12,1,382,
20161103,12,1,382,
20161103,12,1,382,
20161103,12,1,382,
20161103,12,2,383,
20161103,12,5,384,
20161103,12,5,384,
20161103,12,5,384,
20161103,12,7,385,
20161103,12,7,385,
20161103,12,12,386,
20161103,12,16,387,
20161103,12,16,387,
20161103,12,23,388,
20161103,12,23,388,
20161103,12,23,388,
20161103,12,23,388,
20161103,12,37,389,
20161103,12,37,389,
20161103,12,47,390,
20161103,12,47,390,
20161103,13,2,391,
20161103,13,2,391,
20161103,13,2,391,
20161103,13,19,392,
20161103,13,19,392,
20161103,13,19,392,
20161103,13,19,392,
20161103,13,30,393,
20161103,13,30,393,
20161103,13,35,394,
20161103,13,35,394,
20161103,13,35,394,
20161103,13,36,395,
20161103,13,37,396,
20161103,13,41,397,
20161103,13,41,397,
20161103,13,41,397,
20161103,14,0,398,
20161103,14,3,399,
20161103,14,3,399,
20161103,14,9,400,
20161103,14,9,400,
20161103,14,14,401,
20161103,14,14,401,
20161103,14,14,401,
20161103,14,16,402,
20161103,14,16,402,
20161103,14,16,402,
20161103,14,26,403,
20161103,14,26,403,
20161103,14,26,403,
20161103,14,40,404,
20161103,14,40,404,
20161103,14,40,404,
20161103,14,41,405,
20161103,14,41,405,
20161103,14,48,406,
20161103,14,48,406,
20161103,14,51,407,
20161103,14,51,407,
20161103,15,0,408,
20161103,15,1,409,
20161103,15,6,410,
20161103,15,6,410,
20161103,15,6,410,
20161103,15,6,410,
20161103,15,19,411,
20161103,15,23,412,
20161103,15,23,412,
20161103,15,27,413,
20161103,15,27,413,
20161103,15,33,414,
20161103,15,33,415,
20161103,15,40,416,
20161103,15,41,417,
20161103,15,42,418,
20161103,15,55,419,
20161103,15,55,419,
20161103,15,55,419,
20161103,15,55,419,
20161103,15,55,419,
20161103,15,59,420,
20161103,16,6,421,
20161103,16,6,421,
20161103,16,6,421,
20161103,16,6,421,
20161103,16,6,421,
20161103,16,10,422,
20161103,16,10,422,
20161103,16,17,423,
20161103,16,28,424,
20161103,16,42,425,
20161103,17,15,426,
20161103,17,25,427,
20161103,17,29,428,
20161103,17,29,428,
20161103,17,32,429,
20161103,17,40,430,
20161103,17,40,430,
20161103,17,40,430,
20161103,17,40,430,
20161103,17,45,431,
20161103,18,7,432,
20161103,18,8,433,
20161103,18,51,435,
20161103,19,0,436,
20161104,7,32,437,
20161104,8,34,438,
20161104,8,34,438,
20161104,8,34,438,
20161104,8,36,439,
20161104,8,40,440,
20161104,8,45,441,
20161104,8,45,441,
20161104,8,53,442,
20161104,8,53,442,
20161104,9,2,443,
20161104,9,5,444,
20161104,9,5,444,
20161104,9,5,444,
20161104,9,7,445,
20161104,9,7,445,
20161104,9,7,445,
20161104,9,8,446,
20161104,9,8,446,
20161104,9,9,447,
20161104,9,9,447,
20161104,9,11,448,
20161104,9,13,449,
20161104,9,14,450,
20161104,9,14,450,
20161104,9,22,451,
20161104,9,22,451,
20161104,9,23,452,
20161104,9,23,452,
20161104,9,24,453,
20161104,9,24,453,
20161104,9,29,454,
20161104,9,29,454,
20161104,9,30,455,
20161104,9,30,455,
20161104,9,30,455,
20161104,9,38,456,
20161104,9,38,456,
20161104,9,40,457,
20161104,9,40,457,
20161104,9,52,458,
20161104,9,55,459,
20161104,9,55,459,
20161104,10,1,460,
20161104,10,1,461,
20161104,10,10,462,
20161104,10,10,462,
20161104,10,10,462,
20161104,10,10,462,
20161104,10,14,463,
20161104,10,24,464,
20161104,10,25,465,
20161104,10,35,466,
20161104,10,35,466,
20161104,10,36,467,
20161104,10,41,468,
20161104,10,48,469,
20161104,10,48,469,
20161104,10,51,470,
20161104,10,54,471,
20161104,10,54,471,
20161104,11,0,473,
20161104,11,0,473,
20161104,11,6,474,
20161104,11,6,474,
20161104,11,10,475,
20161104,11,10,475,
20161104,11,12,476,
20161104,11,12,476,
20161104,11,12,476,
20161104,11,13,477,
20161104,11,17,478,
20161104,11,17,478,
20161104,11,25,479,
20161104,11,25,479,
20161104,11,25,479,
20161104,11,25,479,
20161104,11,25,479,
20161104,11,33,480,
20161104,11,33,480,
20161104,11,36,481,
20161104,11,36,481,
20161104,11,42,482,
20161104,11,42,482,
20161104,11,42,482,
20161104,11,42,482,
20161104,11,42,482,
20161104,11,42,482,
20161104,11,42,482,
20161104,11,42,482,
20161104,12,9,483,
20161104,12,13,484,
20161104,12,13,484,
20161104,12,17,485,
20161104,12,17,485,
20161104,12,34,486,
20161104,12,34,486,
20161104,12,45,487,
20161104,12,45,487,
20161104,12,45,487,
20161104,12,45,487,
20161104,12,51,488,
20161104,12,51,488,
20161104,12,51,488,
20161104,12,51,488,
20161104,12,54,489,
20161104,12,54,489,
20161104,12,54,489,
20161104,12,54,489,
20161104,12,54,489,
20161104,12,56,490,
20161104,12,56,490,
20161104,12,56,490,
20161104,12,56,490,
20161104,13,1,491,
20161104,13,1,491,
20161104,13,1,491,
20161104,13,1,491,
20161104,13,4,492,
20161104,13,4,492,
20161104,13,4,492,
20161104,13,4,492,
20161104,13,15,493,
20161104,13,15,493,
20161104,13,39,494,
20161104,13,39,494,
20161104,13,39,494,
20161104,13,55,495,
20161104,13,55,495,
20161104,14,4,497,
20161104,14,4,497,
20161104,14,16,498,
20161104,14,16,498,
20161104,14,16,498,
20161104,14,16,498,
20161104,14,17,499,
20161104,14,17,499,
20161104,14,24,500,
20161104,14,24,500,
20161104,14,30,501,
20161104,14,30,501,
20161104,14,49,502,
20161104,14,49,502,
20161104,14,51,503,
20161104,14,51,503,
20161104,14,51,503,
20161104,14,51,503,
20161104,14,51,503,
20161104,15,18,504,
20161104,15,18,504,
20161104,15,20,505,
20161104,15,31,506,
20161104,15,31,506,
20161104,15,31,506,
20161104,15,35,507,
20161104,15,35,507,
20161104,15,35,507,
20161104,15,35,507,
20161104,15,35,508,
20161104,15,35,508,
20161104,15,36,509,
20161104,15,36,509,
20161104,15,37,510,
20161104,15,37,510,
20161104,15,38,511,
20161104,15,39,512,
20161104,15,39,512,
20161104,15,39,512,
20161104,15,41,513,
20161104,15,41,513,
20161104,15,41,513,
20161104,15,51,514,
20161104,15,57,515,
20161104,15,57,515,
20161104,15,57,515,
20161104,16,4,516,
20161104,16,14,517,
20161104,16,14,517,
20161104,16,14,517,
20161104,16,56,518,
20161104,16,56,518,
20161104,16,56,518,
20161104,17,52,519,
20161104,17,52,519,
20161104,17,52,519,
20161104,17,52,519,
20161104,17,58,520,
20161104,18,48,521,
20161104,19,2,522,
20161104,19,2,522,
20161104,20,0,523,
20161104,20,0,523,
20161105,8,29,524,
20161105,8,29,524,
20161105,8,29,524,
20161105,8,29,524,
20161105,8,29,524,
20161105,8,29,524,
20161105,8,32,525,
20161105,8,32,525,
20161105,8,36,526,
20161105,8,36,526,
20161105,8,36,526,
20161105,8,36,526,
20161105,8,36,526,
20161105,8,39,527,
20161105,8,42,528,
20161105,8,42,528,
20161105,8,50,529,
20161105,8,50,529,
20161105,8,50,529,
20161105,8,50,529,
20161105,8,51,530,
20161105,8,51,530,
20161105,8,51,530,
20161105,8,53,531,
20161105,8,53,531,
20161105,8,53,531,
20161105,8,57,532,
20161105,9,0,533,
20161105,9,0,533,
20161105,9,3,534,
20161105,9,3,534,
20161105,9,3,534,
20161105,9,9,535,
20161105,9,10,536,
20161105,9,18,537,
20161105,9,18,537,
20161105,9,18,537,
20161105,9,18,537,
20161105,9,18,537,
20161105,9,19,538,
20161105,9,26,539,
20161105,9,26,539,
20161105,9,27,540,
20161105,9,33,541,
20161105,9,33,541,
20161105,9,33,541,
20161105,9,34,542,
20161105,9,34,542,
20161105,9,34,542,
20161105,9,36,543,
20161105,9,40,544,
20161105,9,40,544,
20161105,9,40,544,
20161105,9,41,545,
20161105,9,41,545,
20161105,9,41,545,
20161105,9,43,546,
20161105,9,43,546,
20161105,9,47,547,
20161105,9,47,547,
20161105,9,47,547,
20161105,9,47,547,
20161105,10,1,548,
20161105,10,7,549,
20161105,10,14,550,
20161105,10,14,550,
20161105,10,14,550,
20161105,10,14,550,
20161105,10,14,550,
20161105,10,17,551,
20161105,10,17,551,
20161105,10,17,551,
20161105,10,19,552,
20161105,10,19,552,
20161105,10,20,553,
20161105,10,20,553,
20161105,10,23,554,
20161105,10,23,554,
20161105,10,24,555,
20161105,10,24,555,
20161105,10,26,556,
20161105,10,26,556,
20161105,10,26,556,
20161105,10,26,556,
20161105,10,26,556,
20161105,10,29,557,
20161105,10,29,557,
20161105,10,29,557,
20161105,10,29,557,
20161105,10,29,557,
20161105,10,32,558,
20161105,10,32,558,
20161105,10,32,558,
20161105,10,33,559,
20161105,10,33,559,
20161105,10,35,560,
20161105,10,35,560,
20161105,10,38,562,
20161105,10,38,562,
20161105,10,40,563,
20161105,10,40,563,
20161105,10,43,564,
20161105,10,43,564,
20161105,10,43,564,
20161105,10,44,565,
20161105,10,44,565,
20161105,10,44,565,
20161105,10,52,566,
20161105,10,52,566,
20161105,10,52,566,
20161105,10,52,566,
20161105,10,53,567,
20161105,10,57,568,
20161105,10,57,568,
20161105,11,3,569,
20161105,11,3,569,
20161105,11,3,569,
20161105,11,7,570,
20161105,11,7,570,
20161105,11,14,571,
20161105,11,20,572,
20161105,11,20,572,
20161105,11,20,573,
20161105,11,21,574,
20161105,11,22,575,
20161105,11,22,575,
20161105,11,24,576,
20161105,11,24,576,
20161105,11,24,576,
20161105,11,26,577,
20161105,11,26,577,
20161105,11,26,577,
20161105,11,26,577,
20161105,11,26,577,
20161105,11,31,578,
20161105,11,31,578,
20161105,11,31,578,
20161105,11,34,579,
20161105,11,34,579,
20161105,11,35,580,
20161105,11,37,581,
20161105,11,49,583,
20161105,11,49,583,
20161105,11,49,583,
20161105,11,49,583,
20161105,11,49,583,
20161105,11,49,584,
20161105,11,50,585,
20161105,11,53,586,
20161105,11,53,586,
20161105,11,53,586,
20161105,11,56,587,
20161105,11,56,587,
20161105,11,58,588,
20161105,11,58,588,
20161105,12,14,589,
20161105,12,14,589,
20161105,12,15,590,
20161105,12,18,591,
20161105,12,19,592,
20161105,12,19,592,
20161105,12,19,592,
20161105,12,19,592,
20161105,12,22,593,
20161105,12,22,593,
20161105,12,27,594,
20161105,12,27,594,
20161105,12,27,594,
20161105,12,27,594,
20161105,12,27,594,
20161105,12,31,595,
20161105,12,31,595,
20161105,12,31,595,
20161105,12,31,595,
20161105,12,35,596,
